Sr.no,State,Year,Quater,Catogery,Count,Amount
543,chhattisgarh,2021,1,3,37395,40387648.84
544,chhattisgarh,2021,1,4,99031,68111552.62
545,chhattisgarh,2021,2,0,18387345,62134058797
546,chhattisgarh,2021,2,1,15369311,12828590762
547,chhattisgarh,2021,2,2,10764784,3640692364
548,chhattisgarh,2021,2,3,40213,39620256.36
549,chhattisgarh,2021,2,4,127767,85809079.55
550,chhattisgarh,2021,3,0,27552743,19905616747
551,chhattisgarh,2021,3,1,25447410,80506858751
552,chhattisgarh,2021,3,2,11039088,4045490947
553,chhattisgarh,2021,3,3,38817,48855662.4
554,chhattisgarh,2021,3,4,159880,99286155
555,chhattisgarh,2021,4,0,40526025,29283695601
556,chhattisgarh,2021,4,1,32799167,1.02E+11
557,chhattisgarh,2021,4,2,11115444,4724827140
558,chhattisgarh,2021,4,3,55237,66445873.3
559,chhattisgarh,2021,4,4,221621,146144588.7
560,dadra-_-nagar-haveli-_-daman-_-diu,2018,1,0,95544,17526369.58
561,dadra-_-nagar-haveli-_-daman-_-diu,2018,1,1,44599,151966933.2
562,dadra-_-nagar-haveli-_-daman-_-diu,2018,1,2,1531,1580762.78
563,dadra-_-nagar-haveli-_-daman-_-diu,2018,1,3,1364,353171.5524
564,dadra-_-nagar-haveli-_-daman-_-diu,2018,1,4,5511,4231146.951
565,dadra-_-nagar-haveli-_-daman-_-diu,2018,2,0,122834,30595592.01
566,dadra-_-nagar-haveli-_-daman-_-diu,2018,2,1,69215,261995613.1
567,dadra-_-nagar-haveli-_-daman-_-diu,2018,2,2,3544,4685536.036
568,dadra-_-nagar-haveli-_-daman-_-diu,2018,2,3,2996,383806.0855
569,dadra-_-nagar-haveli-_-daman-_-diu,2018,2,4,4037,4410224.472
570,dadra-_-nagar-haveli-_-daman-_-diu,2018,3,0,157113,39790820.29
571,dadra-_-nagar-haveli-_-daman-_-diu,2018,3,1,119346,396698085.4
572,dadra-_-nagar-haveli-_-daman-_-diu,2018,3,2,7465,5693604.744
573,dadra-_-nagar-haveli-_-daman-_-diu,2018,3,3,1477,297647.8959
574,dadra-_-nagar-haveli-_-daman-_-diu,2018,3,4,4174,5159437.334
575,dadra-_-nagar-haveli-_-daman-_-diu,2018,4,0,194214,582082154.4
576,dadra-_-nagar-haveli-_-daman-_-diu,2018,4,1,185793,49972030.11
577,dadra-_-nagar-haveli-_-daman-_-diu,2018,4,2,15739,19577328.04
578,dadra-_-nagar-haveli-_-daman-_-diu,2018,4,3,2996,371674.6991
579,dadra-_-nagar-haveli-_-daman-_-diu,2018,4,4,5340,6747429.538
580,dadra-_-nagar-haveli-_-daman-_-diu,2019,1,0,408465,757657638.3
581,dadra-_-nagar-haveli-_-daman-_-diu,2019,1,1,225998,62660761.89
582,dadra-_-nagar-haveli-_-daman-_-diu,2019,1,2,20694,17043867.89
583,dadra-_-nagar-haveli-_-daman-_-diu,2019,1,3,1645,221064.6189
584,dadra-_-nagar-haveli-_-daman-_-diu,2019,1,4,5012,5786443.339
585,dadra-_-nagar-haveli-_-daman-_-diu,2019,2,0,244134,734034142.8
586,dadra-_-nagar-haveli-_-daman-_-diu,2019,2,1,198184,63874445.55
587,dadra-_-nagar-haveli-_-daman-_-diu,2019,2,2,40781,20816136.24
588,dadra-_-nagar-haveli-_-daman-_-diu,2019,2,3,748,155149.7562
589,dadra-_-nagar-haveli-_-daman-_-diu,2019,2,4,5809,5561402.206
590,dadra-_-nagar-haveli-_-daman-_-diu,2019,3,0,319142,104597035.1
591,dadra-_-nagar-haveli-_-daman-_-diu,2019,3,1,249944,821178569.1
592,dadra-_-nagar-haveli-_-daman-_-diu,2019,3,2,63616,30634658.24
593,dadra-_-nagar-haveli-_-daman-_-diu,2019,3,3,533,425044.0514
594,dadra-_-nagar-haveli-_-daman-_-diu,2019,3,4,5516,4636167.42
595,dadra-_-nagar-haveli-_-daman-_-diu,2019,4,0,351819,125809568.4
596,dadra-_-nagar-haveli-_-daman-_-diu,2019,4,1,324464,1051976411
597,dadra-_-nagar-haveli-_-daman-_-diu,2019,4,2,86758,45361559.24
598,dadra-_-nagar-haveli-_-daman-_-diu,2019,4,3,1019,267762.4906
599,dadra-_-nagar-haveli-_-daman-_-diu,2019,4,4,4911,3225961.384
600,dadra-_-nagar-haveli-_-daman-_-diu,2020,1,0,407577,153340696.3
601,dadra-_-nagar-haveli-_-daman-_-diu,2020,1,1,329005,1119439490
602,dadra-_-nagar-haveli-_-daman-_-diu,2020,1,2,137040,66713356.8
603,dadra-_-nagar-haveli-_-daman-_-diu,2020,1,3,668,418783.1261
604,dadra-_-nagar-haveli-_-daman-_-diu,2020,1,4,4289,2851043.564
605,dadra-_-nagar-haveli-_-daman-_-diu,2020,2,0,525974,178877986.7
606,dadra-_-nagar-haveli-_-daman-_-diu,2020,2,1,323909,1052118443
607,dadra-_-nagar-haveli-_-daman-_-diu,2020,2,2,118801,68938500.71
608,dadra-_-nagar-haveli-_-daman-_-diu,2020,2,3,1826,993268.2972
609,dadra-_-nagar-haveli-_-daman-_-diu,2020,2,4,2642,1448254.787
610,dadra-_-nagar-haveli-_-daman-_-diu,2020,3,0,455603,201223380.2
611,dadra-_-nagar-haveli-_-daman-_-diu,2020,3,1,419524,1401020928
612,dadra-_-nagar-haveli-_-daman-_-diu,2020,3,2,257572,143497844.5
613,dadra-_-nagar-haveli-_-daman-_-diu,2020,3,3,1635,1778864.012
614,dadra-_-nagar-haveli-_-daman-_-diu,2020,3,4,3978,2268098.078
615,dadra-_-nagar-haveli-_-daman-_-diu,2020,4,0,666995,2153786523
616,dadra-_-nagar-haveli-_-daman-_-diu,2020,4,1,631443,316510115.8
617,dadra-_-nagar-haveli-_-daman-_-diu,2020,4,2,509971,224246669.8
618,dadra-_-nagar-haveli-_-daman-_-diu,2020,4,3,2453,1683959.51
619,dadra-_-nagar-haveli-_-daman-_-diu,2020,4,4,6929,4283833.187
620,dadra-_-nagar-haveli-_-daman-_-diu,2021,1,0,768921,2379220756
621,dadra-_-nagar-haveli-_-daman-_-diu,2021,1,1,705821,367522132.4
622,dadra-_-nagar-haveli-_-daman-_-diu,2021,1,2,442926,213177144.7
623,dadra-_-nagar-haveli-_-daman-_-diu,2021,1,3,2243,1930008.972
624,dadra-_-nagar-haveli-_-daman-_-diu,2021,1,4,5333,3782868.886
625,dadra-_-nagar-haveli-_-daman-_-diu,2021,2,0,843550,2512913026
626,dadra-_-nagar-haveli-_-daman-_-diu,2021,2,1,802899,430487473.9
627,dadra-_-nagar-haveli-_-daman-_-diu,2021,2,2,471136,208762964
628,dadra-_-nagar-haveli-_-daman-_-diu,2021,2,3,1826,1763792.651
629,dadra-_-nagar-haveli-_-daman-_-diu,2021,2,4,5672,3741204.398
630,dadra-_-nagar-haveli-_-daman-_-diu,2021,3,0,1312241,706774071.9
631,dadra-_-nagar-haveli-_-daman-_-diu,2021,3,1,1262732,3339347400
632,dadra-_-nagar-haveli-_-daman-_-diu,2021,3,2,544322,253199754.9
633,dadra-_-nagar-haveli-_-daman-_-diu,2021,3,3,2065,2252116.636
634,dadra-_-nagar-haveli-_-daman-_-diu,2021,3,4,8110,4365759.278
635,dadra-_-nagar-haveli-_-daman-_-diu,2021,4,0,2013673,1058989463
636,dadra-_-nagar-haveli-_-daman-_-diu,2021,4,1,1577168,4202291072
637,dadra-_-nagar-haveli-_-daman-_-diu,2021,4,2,551618,294991582.2
638,dadra-_-nagar-haveli-_-daman-_-diu,2021,4,3,2909,3159306.418
639,dadra-_-nagar-haveli-_-daman-_-diu,2021,4,4,11717,6407962.869
640,delhi,2018,1,0,3947297,1320559613
641,delhi,2018,1,1,2380820,9125685135
642,delhi,2018,1,2,339809,375393115.2
643,delhi,2018,1,3,136240,45588429.27
644,delhi,2018,1,4,318588,344277514.8
645,delhi,2018,2,0,4511737,2078183616
646,delhi,2018,2,1,3542716,14348179103
647,delhi,2018,2,2,837001,631597790.6
648,delhi,2018,2,3,205991,66584728.2
649,delhi,2018,2,4,276278,321754664.5
650,delhi,2018,3,0,8557153,22670122889
651,delhi,2018,3,1,5305635,3261844271
652,delhi,2018,3,2,3808395,1048422634
653,delhi,2018,3,3,274526,45051151.35
654,delhi,2018,3,4,601339,350405916.2
655,delhi,2018,4,0,9973249,32389252495
656,delhi,2018,4,1,9958967,2738429839
657,delhi,2018,4,2,7483633,3961160543
658,delhi,2018,4,3,265004,58162003.44
659,delhi,2018,4,4,1506866,575852739
660,delhi,2019,1,0,20216287,48250023721
661,delhi,2019,1,1,13875931,3996618720
662,delhi,2019,1,2,10744978,5521320539
663,delhi,2019,1,3,223095,30997039.7
664,delhi,2019,1,4,1947036,670171769.7
665,delhi,2019,2,0,20891431,6816878923
666,delhi,2019,2,1,20570311,65953571241
667,delhi,2019,2,2,12869453,8035701902
668,delhi,2019,2,3,137774,33985068.68
669,delhi,2019,2,4,2702543,866678928.4
670,delhi,2019,3,0,29453368,9857221392
671,delhi,2019,3,1,25201978,81904443496
672,delhi,2019,3,2,11133404,10406524193
673,delhi,2019,3,3,92061,27952186.99
674,delhi,2019,3,4,3657065,1000670778
675,delhi,2019,4,0,33040093,1.06E+11
676,delhi,2019,4,1,32537378,12864577363
677,delhi,2019,4,2,11609898,9500486081
678,delhi,2019,4,3,57063,21512527.97
679,delhi,2019,4,4,3500565,779367300.5
680,delhi,2020,1,0,33951545,14470782771
681,delhi,2020,1,1,32410795,1.09E+11
682,delhi,2020,1,2,12822919,9498791148
683,delhi,2020,1,3,46529,39908838.25
684,delhi,2020,1,4,2515816,619460879
685,delhi,2020,2,0,27155938,86227124454
686,delhi,2020,2,1,24963931,12708327044
687,delhi,2020,2,2,13568505,8699886044
688,delhi,2020,2,3,64790,75405868.16
689,delhi,2020,2,4,288854,162694793.2
690,delhi,2020,3,0,41498638,1.40E+11
691,delhi,2020,3,1,40973792,21858176583
692,delhi,2020,3,2,13448341,12883226305
693,delhi,2020,3,3,85689,114341865.3
694,delhi,2020,3,4,485401,234194502.8
695,delhi,2020,4,0,54581166,31106554563
696,delhi,2020,4,1,49631928,1.72E+11
697,delhi,2020,4,2,14862946,12921793577
698,delhi,2020,4,3,114862,160007919.8
699,delhi,2020,4,4,1349515,530676173.3
700,delhi,2021,1,0,72615587,39861532639
701,delhi,2021,1,1,61957428,2.11E+11
702,delhi,2021,1,2,21164274,15447408659
703,delhi,2021,1,3,153039,203106852.4
704,delhi,2021,1,4,1468676,592745151.9
705,delhi,2021,2,0,75620295,42933366743
706,delhi,2021,2,1,68497718,2.23E+11
707,delhi,2021,2,2,25026678,15310096463
708,delhi,2021,2,3,158170,190019761.5
709,delhi,2021,2,4,854403,472659189.3
710,delhi,2021,3,0,115250887,64006915631
711,delhi,2021,3,1,93292876,2.98E+11
712,delhi,2021,3,2,28427032,20934734872
713,delhi,2021,3,3,144460,220660990.2
714,delhi,2021,3,4,1645353,690472449.1
715,delhi,2021,4,0,149204611,88990516304
716,delhi,2021,4,1,112380292,3.77E+11
717,delhi,2021,4,2,30127352,22290161823
718,delhi,2021,4,3,199280,287950130.2
719,delhi,2021,4,4,771824,569713470.7
720,goa,2018,1,0,85991,18273814.16
721,goa,2018,1,1,59651,268175048.1
722,goa,2018,1,2,7880,11036031.74
723,goa,2018,1,3,1191,520105.6424
724,goa,2018,1,4,6184,5851742.732
725,goa,2018,2,0,120943,30994284.17
726,goa,2018,2,1,87878,419492232.5
727,goa,2018,2,2,12456,20162855.71
728,goa,2018,2,3,1903,733429.4273
729,goa,2018,2,4,6395,7221023.531
730,goa,2018,3,0,158797,40314972.94
731,goa,2018,3,1,150297,639468418.1
732,goa,2018,3,2,21587,26634198.18
733,goa,2018,3,3,1867,468171.3648
734,goa,2018,3,4,6963,6281208.621
735,goa,2018,4,0,246426,1021902315
736,goa,2018,4,1,212122,54832855.89
737,goa,2018,4,2,45586,66666113.92
738,goa,2018,4,3,2523,723599.2328
739,goa,2018,4,4,8098,8880194.431
740,goa,2019,1,0,378848,1310759848
741,goa,2019,1,1,275277,78212835.04
742,goa,2019,1,2,74527,75946974.41
743,goa,2019,1,3,2013,499592.0967
744,goa,2019,1,4,8147,9904147.91
745,goa,2019,2,0,373759,1391933791
746,goa,2019,2,1,278060,93218689.42
747,goa,2019,2,2,104592,92873008.65
748,goa,2019,2,3,1211,515859.8077
749,goa,2019,2,4,10819,13325754.76
750,goa,2019,3,0,475178,1704668027
751,goa,2019,3,1,453806,157952855
752,goa,2019,3,2,150578,123948570.6
753,goa,2019,3,3,1510,1282344.844
754,goa,2019,3,4,11344,12515394.12
755,goa,2019,4,0,698728,2484453030
756,goa,2019,4,1,552421,205602115.1
757,goa,2019,4,2,250893,218404664.9
758,goa,2019,4,3,1497,649712.8451
759,goa,2019,4,4,11733,14350825.33
760,goa,2020,1,0,817198,2851686769
761,goa,2020,1,1,678079,244739382.2
762,goa,2020,1,2,373110,298421548.1
763,goa,2020,1,3,1762,1816477.569
764,goa,2020,1,4,11088,13707055.39
765,goa,2020,2,0,758617,241196540.9
766,goa,2020,2,1,493326,1766723888
767,goa,2020,2,2,221358,168591711.9
768,goa,2020,2,3,3081,3328361.318
769,goa,2020,2,4,5710,3775927.611
770,goa,2020,3,0,759351,2723430713
771,goa,2020,3,1,696770,280187505
772,goa,2020,3,2,446880,353193881.5
773,goa,2020,3,3,4985,6418950.467
774,goa,2020,3,4,7545,5112530.621
775,goa,2020,4,0,1550251,5407626413
776,goa,2020,4,1,1389834,1123844213
777,goa,2020,4,2,839199,345088772.4
778,goa,2020,4,3,7287,10386560.39
779,goa,2020,4,4,14810,12846789.25
780,goa,2021,1,0,2235456,7553384653
781,goa,2021,1,1,2195509,1768358977
782,goa,2021,1,2,880682,410604192.7
783,goa,2021,1,3,8138,12207778.15
784,goa,2021,1,4,11764,12687278.26
785,goa,2021,2,0,1869384,1411529034
786,goa,2021,2,1,1866837,6195032351
787,goa,2021,2,2,953219,383804809.4
788,goa,2021,2,3,8303,12371843.84
789,goa,2021,2,4,12392,10115549.03
790,goa,2021,3,0,2865625,2143135315
791,goa,2021,3,1,2560305,7871092673
792,goa,2021,3,2,1017351,438838003.2
793,goa,2021,3,3,8337,12943224.07
794,goa,2021,3,4,16145,12416377.6
795,goa,2021,4,0,5474662,4384250603
796,goa,2021,4,1,4408822,13618351953
797,goa,2021,4,2,1170180,585734312.4
798,goa,2021,4,3,11320,17101084.66
799,goa,2021,4,4,23775,21819163.2
800,gujarat,2018,1,0,3691952,878929081
801,gujarat,2018,1,1,1738974,6318864760
802,gujarat,2018,1,2,145436,166036667.6
803,gujarat,2018,1,3,122117,27986679.01
804,gujarat,2018,1,4,250296,186165067.6
805,gujarat,2018,2,0,4643367,1571880396
806,gujarat,2018,2,1,2483231,10009680530
807,gujarat,2018,2,2,275503,356984574.1
808,gujarat,2018,2,3,140704,38598263.23
809,gujarat,2018,2,4,202928,185541007.5
810,gujarat,2018,3,0,5287200,15272745138
811,gujarat,2018,3,1,5117168,1938041689
812,gujarat,2018,3,2,573440,466209496.8
813,gujarat,2018,3,3,136468,24930605.61
814,gujarat,2018,3,4,219873,164477497.1
815,gujarat,2018,4,0,6488202,21207285185
816,gujarat,2018,4,1,6138404,2297332323
817,gujarat,2018,4,2,1656377,1088373316
818,gujarat,2018,4,3,133915,30699273.17
819,gujarat,2018,4,4,316405,207297005.7
820,gujarat,2019,1,0,13465044,31231285551
821,gujarat,2019,1,1,8595256,3104251733
822,gujarat,2019,1,2,2493340,1296376125
823,gujarat,2019,1,3,114539,19581520.57
824,gujarat,2019,1,4,323272,204585378.8
825,gujarat,2019,2,0,12547493,41853661230
826,gujarat,2019,2,1,10434449,4651874823
827,gujarat,2019,2,2,5486791,2526448415
828,gujarat,2019,2,3,70502,17349813.39
829,gujarat,2019,2,4,442607,271280936.6
830,gujarat,2019,3,0,14529353,49206585462
831,gujarat,2019,3,1,11788077,4211116461
832,gujarat,2019,3,2,11349625,5768100024
833,gujarat,2019,3,3,78609,20507001.23
834,gujarat,2019,3,4,482985,256386015.2
835,gujarat,2019,4,0,19107911,64477452639
836,gujarat,2019,4,1,12967713,6517891167
837,gujarat,2019,4,2,9964076,5480269120
838,gujarat,2019,4,3,63498,20202767.26
839,gujarat,2019,4,4,444434,194846362.4
840,gujarat,2020,1,0,19068093,72393727235
841,gujarat,2020,1,1,15648472,7197595157
842,gujarat,2020,1,2,12191478,7210758662
843,gujarat,2020,1,3,50753,27460255.46
844,gujarat,2020,1,4,367621,165535312.4
845,gujarat,2020,2,0,19971660,8322688557
846,gujarat,2020,2,1,17569398,64723140394
847,gujarat,2020,2,2,9645967,7196610932
848,gujarat,2020,2,3,59617,53132341.31
849,gujarat,2020,2,4,173543,92274135.41
850,gujarat,2020,3,0,23130724,89142122337
851,gujarat,2020,3,1,18338969,12749796642
852,gujarat,2020,3,2,17481357,9820654244
853,gujarat,2020,3,3,92278,84723188.62
854,gujarat,2020,3,4,246851,124456073.2
855,gujarat,2020,4,0,29967258,1.17E+11
856,gujarat,2020,4,1,28430460,20844321157
857,gujarat,2020,4,2,18943669,10441981826
858,gujarat,2020,4,3,113371,120056733.9
859,gujarat,2020,4,4,373789,243470065.5
860,gujarat,2021,1,0,36427493,1.45E+11
861,gujarat,2021,1,1,35815382,26512643894
862,gujarat,2021,1,2,22088838,11996115292
863,gujarat,2021,1,3,126380,137612317.7
864,gujarat,2021,1,4,316472,235440836.3
865,gujarat,2021,2,0,42593432,33542305034
866,gujarat,2021,2,1,41642387,1.62E+11
867,gujarat,2021,2,2,27127405,13750783182
868,gujarat,2021,2,3,128647,136119996.7
869,gujarat,2021,2,4,349525,249278437.3
870,gujarat,2021,3,0,62934471,48197579737
871,gujarat,2021,3,1,56134212,2.08E+11
872,gujarat,2021,3,2,29580901,15945997372
873,gujarat,2021,3,3,125167,163304131.1
874,gujarat,2021,3,4,473656,304418273.2
875,gujarat,2021,4,0,84846502,68717933162
876,gujarat,2021,4,1,67301686,2.54E+11
877,gujarat,2021,4,2,30072479,18739034342
878,gujarat,2021,4,3,175393,209214620.7
879,gujarat,2021,4,4,591265,377657202.8
880,haryana,2018,1,0,2368002,535578755.1
881,haryana,2018,1,1,1607193,5814807511
882,haryana,2018,1,2,167816,173513595.4
883,haryana,2018,1,3,128636,27501068.01
884,haryana,2018,1,4,209123,242110585.5
885,haryana,2018,2,0,3054284,984897276.7
886,haryana,2018,2,1,2388953,9745924810
887,haryana,2018,2,2,369916,334118261.5
888,haryana,2018,2,3,167570,38145882.44
889,haryana,2018,2,4,170208,217328211.7
890,haryana,2018,3,0,3753981,14429454356
891,haryana,2018,3,1,3203386,1310467515
892,haryana,2018,3,2,1003057,427387637.9
893,haryana,2018,3,3,100452,17323790.81
894,haryana,2018,3,4,201148,190505707.5
895,haryana,2018,4,0,5905032,22416919747
896,haryana,2018,4,1,4116262,1671040704
897,haryana,2018,4,2,2413446,1013407380
898,haryana,2018,4,3,120711,22252543.62
899,haryana,2018,4,4,394732,267255642.3
900,haryana,2019,1,0,12622225,30283578837
901,haryana,2019,1,1,5576577,2202061875
902,haryana,2019,1,2,3361995,1292375556
903,haryana,2019,1,3,101786,15201736
904,haryana,2019,1,4,473192,258437718.2
905,haryana,2019,2,0,10387562,37056084814
906,haryana,2019,2,1,5902923,2838724048
907,haryana,2019,2,2,5738283,2292901816
908,haryana,2019,2,3,57488,12080285.23
909,haryana,2019,2,4,655560,301748850.2
910,haryana,2019,3,0,11775288,43738290120
911,haryana,2019,3,1,9386779,3615636828
912,haryana,2019,3,2,8289987,4817098565
913,haryana,2019,3,3,61503,16715100.88
914,haryana,2019,3,4,829974,301378586
915,haryana,2019,4,0,15729819,58242027266
916,haryana,2019,4,1,11615667,5253780278
917,haryana,2019,4,2,9648003,5637358526
918,haryana,2019,4,3,41688,13756049.14
919,haryana,2019,4,4,790808,212797749.8
920,haryana,2020,1,0,17728235,68367245528
921,haryana,2020,1,1,14327020,7075196609
922,haryana,2020,1,2,11346112,6331682017
923,haryana,2020,1,3,34488,25266730.19
924,haryana,2020,1,4,600232,176823674.2
925,haryana,2020,2,0,17334369,66645492691
926,haryana,2020,2,1,12740328,6547618492
927,haryana,2020,2,2,11527654,7393393678
928,haryana,2020,2,3,48759,49209527.29
929,haryana,2020,2,4,129940,75550536.68
930,haryana,2020,3,0,24123449,88796356487
931,haryana,2020,3,1,20845136,12141560867
932,haryana,2020,3,2,12716319,8452802893
933,haryana,2020,3,3,66457,80854296.93
934,haryana,2020,3,4,186818,96375902.2
935,haryana,2020,4,0,34063692,21382305452
936,haryana,2020,4,1,33920789,1.29E+11
937,haryana,2020,4,2,14682896,9675471301
938,haryana,2020,4,3,84881,103265693.8
939,haryana,2020,4,4,419181,223528573.1
940,haryana,2021,1,0,39363588,23389100227
941,haryana,2021,1,1,36764622,1.36E+11
942,haryana,2021,1,2,13680353,9260346909
943,haryana,2021,1,3,79784,99672809.99
944,haryana,2021,1,4,364437,218544351.2
945,haryana,2021,2,0,45335533,29119078264
946,haryana,2021,2,1,44086559,1.61E+11
947,haryana,2021,2,2,15861047,9839496895
948,haryana,2021,2,3,85821,97238136.1
949,haryana,2021,2,4,311896,227855607
950,haryana,2021,3,0,66885213,40190922827
951,haryana,2021,3,1,55929958,1.89E+11
952,haryana,2021,3,2,17087955,11681457469
953,haryana,2021,3,3,77496,116592181.5
954,haryana,2021,3,4,479071,289441481.6
955,haryana,2021,4,0,84993587,56325102921
956,haryana,2021,4,1,66548306,2.39E+11
957,haryana,2021,4,2,17632752,13817258646
958,haryana,2021,4,3,105050,151421306.6
959,haryana,2021,4,4,407280,307822609.2
960,himachal-pradesh,2018,1,0,284371,49871175.83
961,himachal-pradesh,2018,1,1,154572,546222027.5
962,himachal-pradesh,2018,1,2,13241,13851230.83
963,himachal-pradesh,2018,1,3,8955,2040522.725
964,himachal-pradesh,2018,1,4,20779,16752849.5
965,himachal-pradesh,2018,2,0,385642,83714322.41
966,himachal-pradesh,2018,2,1,243436,1043702964
967,himachal-pradesh,2018,2,2,27851,31961300.88
968,himachal-pradesh,2018,2,3,11330,4108919.308
969,himachal-pradesh,2018,2,4,19436,19681794.6
970,himachal-pradesh,2018,3,0,457449,108456077.5
971,himachal-pradesh,2018,3,1,362755,1596570995
972,himachal-pradesh,2018,3,2,40675,31168155.22
973,himachal-pradesh,2018,3,3,8182,1552275.054
974,himachal-pradesh,2018,3,4,17693,16293930.08
975,himachal-pradesh,2018,4,0,598325,143031082.4
976,himachal-pradesh,2018,4,1,590518,2367228879
977,himachal-pradesh,2018,4,2,86963,87575811.8
978,himachal-pradesh,2018,4,3,11834,2283052.791
979,himachal-pradesh,2018,4,4,20243,21180141.66
980,himachal-pradesh,2019,1,0,1178280,3066233588
981,himachal-pradesh,2019,1,1,844570,209521987
982,himachal-pradesh,2019,1,2,115553,86624660.31
983,himachal-pradesh,2019,1,3,9585,1424229.999
984,himachal-pradesh,2019,1,4,20730,17676977.72
985,himachal-pradesh,2019,2,0,1141873,4428007671
986,himachal-pradesh,2019,2,1,1076793,279864580
987,himachal-pradesh,2019,2,2,248517,141088575.9
988,himachal-pradesh,2019,2,3,5013,1453651.535
989,himachal-pradesh,2019,2,4,30110,25469495.27
990,himachal-pradesh,2019,3,0,1212659,327570067
991,himachal-pradesh,2019,3,1,1181680,5039276845
992,himachal-pradesh,2019,3,2,312575,182746198.2
993,himachal-pradesh,2019,3,3,3096,1775673.971
994,himachal-pradesh,2019,3,4,25170,20649996.7
995,himachal-pradesh,2019,4,0,1579582,6533855301
996,himachal-pradesh,2019,4,1,1442940,402619115
997,himachal-pradesh,2019,4,2,467309,314965060.6
998,himachal-pradesh,2019,4,3,4576,1769641.967
999,himachal-pradesh,2019,4,4,22239,17954418.58
1000,himachal-pradesh,2020,1,0,1815157,542356757
1001,himachal-pradesh,2020,1,1,1594806,6431826925
1002,himachal-pradesh,2020,1,2,711018,427497010.1
1003,himachal-pradesh,2020,1,3,4711,3172303.69
1004,himachal-pradesh,2020,1,4,18788,14613755.24
1005,himachal-pradesh,2020,2,0,2558935,802231470.2
1006,himachal-pradesh,2020,2,1,1544488,6738488219
1007,himachal-pradesh,2020,2,2,570031,479165630.6
1008,himachal-pradesh,2020,2,3,7634,7359757.738
1009,himachal-pradesh,2020,2,4,14642,9659685.393
1010,himachal-pradesh,2020,3,0,2416395,834567922.3
1011,himachal-pradesh,2020,3,1,1954492,8806586537
1012,himachal-pradesh,2020,3,2,1090445,851539467.3
1013,himachal-pradesh,2020,3,3,9543,11391079.29
1014,himachal-pradesh,2020,3,4,19001,11969008.53
1015,himachal-pradesh,2020,4,0,2638030,936305777.7
1016,himachal-pradesh,2020,4,1,2594659,11426268857
1017,himachal-pradesh,2020,4,2,2001259,1589433440
1018,himachal-pradesh,2020,4,3,11353,15534252.22
1019,himachal-pradesh,2020,4,4,27027,21510781.37
1020,himachal-pradesh,2021,1,0,2845733,11358078844
1021,himachal-pradesh,2021,1,1,2547359,948929031.6
1022,himachal-pradesh,2021,1,2,2186946,1778219851
1023,himachal-pradesh,2021,1,3,12561,16554205.5
1024,himachal-pradesh,2021,1,4,21430,18764977.93
1025,himachal-pradesh,2021,2,0,3340531,13035543547
1026,himachal-pradesh,2021,2,1,3216602,1045789842
1027,himachal-pradesh,2021,2,2,2883209,2378084375
1028,himachal-pradesh,2021,2,3,14642,16428390.62
1029,himachal-pradesh,2021,2,4,28918,19788385.41
1030,himachal-pradesh,2021,3,0,4455153,16560383923
1031,himachal-pradesh,2021,3,1,4198808,3524434950
1032,himachal-pradesh,2021,3,2,3359406,1178802737
1033,himachal-pradesh,2021,3,3,14497,22805774.6
1034,himachal-pradesh,2021,3,4,36303,23834687.16
1035,himachal-pradesh,2021,4,0,6062931,5228613147
1036,himachal-pradesh,2021,4,1,5323397,19568394325
1037,himachal-pradesh,2021,4,2,3211367,1278824362
1038,himachal-pradesh,2021,4,3,18198,24809740.71
1039,himachal-pradesh,2021,4,4,50971,35578926.75
1040,jammu-_-kashmir,2018,1,0,457813,78812610.35
1041,jammu-_-kashmir,2018,1,1,353621,861670157.9
1042,jammu-_-kashmir,2018,1,2,65683,10269382.62
1043,jammu-_-kashmir,2018,1,3,28696,30967525.64
1044,jammu-_-kashmir,2018,1,4,35755,23651562.72
1045,jammu-_-kashmir,2018,2,0,794502,166762242.9
1046,jammu-_-kashmir,2018,2,1,771844,2372961688
1047,jammu-_-kashmir,2018,2,2,112422,15636116.81
1048,jammu-_-kashmir,2018,2,3,79248,64454257.53
1049,jammu-_-kashmir,2018,2,4,38310,31391931.69
1050,jammu-_-kashmir,2018,3,0,1260453,3616022746
1051,jammu-_-kashmir,2018,3,1,822143,203079955.3
1052,jammu-_-kashmir,2018,3,2,140076,82826475.19
1053,jammu-_-kashmir,2018,3,3,44464,6397888.355
1054,jammu-_-kashmir,2018,3,4,36825,26373935
1055,jammu-_-kashmir,2018,4,0,1265457,5151829745
1056,jammu-_-kashmir,2018,4,1,970724,254473764
1057,jammu-_-kashmir,2018,4,2,402303,215771001.5
1058,jammu-_-kashmir,2018,4,3,33775,6072177.152
1059,jammu-_-kashmir,2018,4,4,49051,36573577.74
1060,jammu-_-kashmir,2019,1,0,1913720,5414709532
1061,jammu-_-kashmir,2019,1,1,1131953,302663112.9
1062,jammu-_-kashmir,2019,1,2,452379,199219534.9
1063,jammu-_-kashmir,2019,1,3,43247,4593545.202
1064,jammu-_-kashmir,2019,1,4,43688,30649751.66
1065,jammu-_-kashmir,2019,2,0,1180781,5666318253
1066,jammu-_-kashmir,2019,2,1,706569,215937468.9
1067,jammu-_-kashmir,2019,2,2,353678,188931529.5
1068,jammu-_-kashmir,2019,2,3,22663,2652961.354
1069,jammu-_-kashmir,2019,2,4,32664,26301988.32
